"Source","Group","ID","PATSQL_solution","PATSQL_time"
"CUBES-spider","icfp_1","0023","No solution found","TimeOut"
"CUBES-spider","icfp_1","0022","No solution found","TimeOut"
"CUBES-spider","icfp_1","0029","
SELECT
    fname 
FROM
    authors 
WHERE
    lname = 'Ueno'","31"
"CUBES-spider","icfp_1","0028","No solution found","TimeOut"
"CUBES-spider","icfp_1","0025","No solution found","TimeOut"
"CUBES-spider","icfp_1","0024","No solution found","TimeOut"
"CUBES-spider","icfp_1","0027","No solution found","TimeOut"
"CUBES-spider","icfp_1","0026","No solution found","TimeOut"
"CUBES-spider","icfp_1","0032","
SELECT
    lname 
FROM
    authors 
ORDER BY
    lname ASC","18"
"CUBES-spider","icfp_1","0031","
SELECT
    fname 
FROM
    authors 
ORDER BY
    fname ASC","0"
"CUBES-spider","icfp_1","0033","
SELECT
    fname,
    lname 
FROM
    authors 
ORDER BY
    lname ASC","0"
"CUBES-spider","icfp_1","0030","
SELECT
    lname 
FROM
    authors 
WHERE
    fname = 'Amal'","0"
"PATSQL-StackOverflow","dev_set","058M","
SELECT
    T0.app_name,
    T1.app_platform,
    T0.post_created,
    T0.post_id 
FROM
    input0 AS T0 
JOIN
    (
        SELECT
            app_platform,
            max(post_created) AS max_post_created 
        FROM
            input0 
        GROUP BY
            app_platform
    ) AS T1 
        ON T1.app_platform = T0.app_platform 
        AND T1.max_post_created = T0.post_created 
ORDER BY
    T1.app_platform DESC","72"
"CUBES-spider","tracking_grants_for_research","0007","
SELECT
    T0.organisation_type 
FROM
    organisations AS T0 
JOIN
    research_staff AS T1 
        ON T0.organisation_id = T1.staff_id 
WHERE
    T0.organisation_id = 1","2"
"CUBES-spider","tracking_grants_for_research","0008","No solution found","TimeOut"
"CUBES-spider","tracking_grants_for_research","0005","No solution found","TimeOut"
"CUBES-spider","tracking_grants_for_research","0006","No solution found","TimeOut"
"CUBES-spider","tracking_grants_for_research","0009","No solution found","TimeOut"
"CUBES-spider","tracking_grants_for_research","0003","No solution found","TimeOut"
"CUBES-spider","tracking_grants_for_research","0004","No solution found","TimeOut"
"CUBES-spider","tracking_grants_for_research","0001","No solution found","TimeOut"
"CUBES-spider","tracking_grants_for_research","0002","No solution found","TimeOut"
"CUBES-spider","tracking_grants_for_research","0018","
SELECT
    min(date_from) 
FROM
    project_staff 
WHERE
    project_id = 1","2"
"CUBES-spider","tracking_grants_for_research","0019","
SELECT
    min(T1.project_details),
    count(DISTINCT T1.organisation_id) 
FROM
    project_outcomes AS T0 
JOIN
    projects AS T1 
        ON T0.project_id = T1.project_id 
WHERE
    T1.organisation_id > 1","71"
"CUBES-spider","tracking_grants_for_research","0016","No solution found","TimeOut"
"CUBES-spider","tracking_grants_for_research","0017","
SELECT
    role_description 
FROM
    staff_roles 
WHERE
    role_code = 'researcher'","0"
"CUBES-spider","tracking_grants_for_research","0010","No solution found","TimeOut"
"CUBES-spider","tracking_grants_for_research","0011","No solution found","TimeOut"
"CUBES-spider","tracking_grants_for_research","0014","
SELECT
    sum(grant_amount),
    organisation_id 
FROM
    grants 
GROUP BY
    organisation_id 
ORDER BY
    organisation_id ASC","31"
"CUBES-spider","tracking_grants_for_research","0015","No solution found","TimeOut"
"CUBES-spider","tracking_grants_for_research","0012","
SELECT
    date_from,
    date_to 
FROM
    project_staff 
WHERE
    role_code = 'researcher'","0"
"CUBES-spider","tracking_grants_for_research","0013","
SELECT
    count(DISTINCT role_code) 
FROM
    project_staff","1"
"CUBES-spider","tracking_grants_for_research","0029","No solution found","TimeOut"
"CUBES-spider","tracking_grants_for_research","0027","
SELECT
    T1.organisation_details 
FROM
    organisation_types AS T0 
JOIN
    organisations AS T1 
        ON T0.organisation_type = T1.organisation_type 
WHERE
    T0.organisation_type_description = 'Sponsor' 
ORDER BY
    T1.organisation_details ASC","1"
"CUBES-spider","tracking_grants_for_research","0028","
SELECT
    count(project_id) 
FROM
    project_outcomes 
WHERE
    outcome_code = 'Patent'","1"
"CUBES-spider","tracking_grants_for_research","0021","
SELECT
    count(DISTINCT T1.staff_details),
    T0.organisation_type,
    max(T0.organisation_details) 
FROM
    organisations AS T0 
JOIN
    research_staff AS T1 
        ON T0.organisation_id = T1.employer_organisation_id 
GROUP BY
    T0.organisation_type 
HAVING
    min(T0.organisation_id) > 1","TimeOut"
"CUBES-spider","tracking_grants_for_research","0022","No solution found","TimeOut"
"CUBES-spider","tracking_grants_for_research","0020","
SELECT
    T0.project_details 
FROM
    projects AS T0 
LEFT JOIN
    project_outcomes AS T1 
        ON T0.project_id = T1.project_id 
WHERE
    T1.project_id IS NULL","12"
"CUBES-spider","tracking_grants_for_research","0025","No solution found","TimeOut"
"CUBES-spider","tracking_grants_for_research","0026","
SELECT
    T0.organisation_type_description 
FROM
    organisation_types AS T0 
JOIN
    organisations AS T1 
        ON T0.organisation_type = T1.organisation_type 
WHERE
    T1.organisation_details = 'quo'","0"
"CUBES-spider","tracking_grants_for_research","0023","
SELECT
    T1.min_document_type_code 
FROM
    (SELECT
        document_type_code 
    FROM
        document_types) AS T0 
LEFT JOIN
    (
        SELECT
            max(document_type_code) AS max_document_type_code,
            min(document_type_code) AS min_document_type_code 
        FROM
            document_types
    ) AS T1 
        ON T0.document_type_code = T1.max_document_type_code 
WHERE
    T1.max_document_type_code <> 'Initial'","85"
"CUBES-spider","tracking_grants_for_research","0024","No solution found","TimeOut"
"CUBES-spider","tracking_grants_for_research","0038","
SELECT
    T1.outcome_description 
FROM
    project_outcomes AS T0 
JOIN
    research_outcomes AS T1 
        ON T0.outcome_code = T1.outcome_code","0"
"CUBES-spider","tracking_grants_for_research","0039","
SELECT
    max(role_code) 
FROM
    project_staff 
WHERE
    project_id > 1","2"
"CUBES-spider","tracking_grants_for_research","0032","
SELECT
    T1.organisation_id,
    count(T0.project_id) 
FROM
    project_outcomes AS T0 
JOIN
    projects AS T1 
        ON T0.project_id = T1.project_id 
GROUP BY
    T1.organisation_id 
HAVING
    count(T0.project_id) > 1 
    AND count(DISTINCT T0.outcome_code) = 1","73"
"CUBES-spider","tracking_grants_for_research","0033","
SELECT
    T0.project_details 
FROM
    projects AS T0 
JOIN
    (
        SELECT
            organisation_id,
            min(project_id) AS min_project_id,
            count(project_id) AS count_project_id 
        FROM
            projects 
        GROUP BY
            organisation_id
    ) AS T1 
        ON T1.organisation_id = T0.organisation_id 
        AND T1.min_project_id = T0.organisation_id 
WHERE
    T1.count_project_id > 1","99"
"CUBES-spider","tracking_grants_for_research","0030","
SELECT
    max(date_to) 
FROM
    project_staff 
WHERE
    project_id > 1","2"
"CUBES-spider","tracking_grants_for_research","0031","
SELECT
    T2.outcome_description 
FROM
    project_outcomes AS T0 
JOIN
    projects AS T1 
        ON T0.project_id = T1.project_id 
JOIN
    research_outcomes AS T2 
        ON T0.outcome_code = T2.outcome_code 
WHERE
    T1.project_details = 'sint'","6"
"CUBES-spider","tracking_grants_for_research","0036","No solution found","TimeOut"
"CUBES-spider","tracking_grants_for_research","0037","No solution found","TimeOut"
"CUBES-spider","tracking_grants_for_research","0034","
SELECT
    staff_details 
FROM
    research_staff 
ORDER BY
    staff_details ASC","0"
"CUBES-spider","tracking_grants_for_research","0035","
SELECT
    max(task_id) 
FROM
    tasks","0"
"PATSQL-StackOverflow","dev_set","053AM","
SELECT
    T0.NAME,
    T0.SCORE 
FROM
    (SELECT
        NAME,
        SCORE,
        rank() OVER (PARTITION BY NAME ORDER BY SCORE DESC) AS rank_over_part_by_name_order_by_score_desc 
    FROM
        input0) AS T0 
WHERE
    T0.rank_over_part_by_name_order_by_score_desc <= 2","82"
"CUBES-spider","perpetrator","0010","
SELECT
    sum(T0.killed) 
FROM
    perpetrator AS T0 
JOIN
    people AS T1 
        ON T0.perpetrator_id = T1.people_id 
WHERE
    T0.year > 1.84","9"
"CUBES-spider","perpetrator","0012","
SELECT
    T1.height 
FROM
    perpetrator AS T0 
JOIN
    people AS T1 
        ON T0.people_id = T1.people_id","0"
"CUBES-spider","perpetrator","0011","
SELECT
    T1.name 
FROM
    perpetrator AS T0 
JOIN
    people AS T1 
        ON T0.people_id = T1.people_id 
WHERE
    T0.country = 'China' 
    OR T0.country = 'Japan' 
ORDER BY
    T1.name DESC","2"
"CUBES-spider","perpetrator","0014","
SELECT
    min(country),
    min(perpetrator_id) 
FROM
    perpetrator 
WHERE
    perpetrator_id > 1","3"
"CUBES-spider","perpetrator","0013","
SELECT
    country,
    count(perpetrator_id) 
FROM
    perpetrator 
GROUP BY
    country 
ORDER BY
    country ASC","2"
"CUBES-spider","school_player","0013","
SELECT
    T0.location,
    T1.nickname 
FROM
    school AS T0 
JOIN
    school_details AS T1 
        ON T0.school_id = T1.school_id","1"
"CUBES-spider","school_player","0014","
SELECT
    denomination,
    count(school_id) 
FROM
    school 
GROUP BY
    denomination 
ORDER BY
    denomination ASC","21"
"CUBES-spider","school_player","0015","
SELECT
    denomination,
    count(school_id) 
FROM
    school 
GROUP BY
    denomination 
ORDER BY
    denomination ASC","9"
"CUBES-spider","school_player","0016","No solution found","TimeOut"
"CUBES-spider","school_player","0018","No solution found","TimeOut"
"CUBES-spider","school_player","0019","
SELECT
    nickname 
FROM
    school_details 
WHERE
    division <> 'Division 1' 
ORDER BY
    nickname ASC","0"
"CUBES-spider","perpetrator","0005","
SELECT
    location 
FROM
    perpetrator 
WHERE
    perpetrator_id = 1","0"
"CUBES-spider","perpetrator","0004","
SELECT
    avg(injured) 
FROM
    perpetrator","0"
"CUBES-spider","perpetrator","0007","
SELECT
    T1.name 
FROM
    perpetrator AS T0 
JOIN
    people AS T1 
        ON T0.people_id = T1.people_id","0"
"CUBES-spider","perpetrator","0006","
SELECT
    name 
FROM
    people","0"
"CUBES-spider","perpetrator","0009","
SELECT
    T1.name 
FROM
    perpetrator AS T0 
JOIN
    people AS T1 
        ON T0.injured = T1.people_id 
WHERE
    T0.perpetrator_id > 1","2"
"CUBES-spider","school_player","0010","
SELECT
    T1.team,
    T0.location 
FROM
    school AS T0 
JOIN
    player AS T1 
        ON T0.school_id = T1.school_id","3"
"CUBES-spider","perpetrator","0008","
SELECT
    T1.name 
FROM
    perpetrator AS T0 
JOIN
    people AS T1 
        ON T0.people_id = T1.people_id 
WHERE
    T0.country <> 'China' 
ORDER BY
    T1.name DESC","1"
"CUBES-spider","school_player","0011","No solution found","TimeOut"
"CUBES-spider","school_player","0012","
SELECT
    T0.denomination 
FROM
    school AS T0 
JOIN
    player AS T1 
        ON T0.school_id = T1.player_id 
WHERE
    T0.school_id = 1","10"
"CUBES-spider","game_injury","0001","
SELECT
    count(stadium_id) 
FROM
    game 
WHERE
    season > 2007","5"
"CUBES-spider","perpetrator","0021","
SELECT
    max(year) 
FROM
    perpetrator","1"
"CUBES-spider","perpetrator","0020","
SELECT
    T0.date 
FROM
    perpetrator AS T0 
JOIN
    people AS T1 
        ON T0.injured = T1.people_id 
WHERE
    T0.perpetrator_id > 1","1"
"CUBES-spider","school_player","0002","
SELECT
    location 
FROM
    school","0"
"CUBES-spider","school_player","0003","
SELECT
    location 
FROM
    school","0"
"CUBES-spider","school_player","0004","
SELECT
    enrollment 
FROM
    school 
WHERE
    denomination <> 'Catholic'","0"
"CUBES-spider","school_player","0005","
SELECT
    avg(enrollment) 
FROM
    school","2"
"CUBES-spider","school_player","0006","
SELECT
    team 
FROM
    player 
ORDER BY
    team ASC","0"
"CUBES-spider","school_player","0007","
SELECT
    count(DISTINCT position) 
FROM
    player","2"
"CUBES-spider","school_player","0008","No solution found","TimeOut"
"CUBES-spider","school_player","0009","No solution found","TimeOut"
"CUBES-spider","perpetrator","0016","
SELECT
    T1.name 
FROM
    perpetrator AS T0 
JOIN
    people AS T1 
        ON T0.people_id = T1.people_id","0"
"CUBES-spider","perpetrator","0015","
SELECT
    country,
    perpetrator_id 
FROM
    perpetrator 
WHERE
    perpetrator_id = 2","0"
"CUBES-spider","perpetrator","0018","
SELECT
    country 
FROM
    perpetrator 
WHERE
    killed < 50 
    AND injured > 20","1"
"CUBES-spider","perpetrator","0017","
SELECT
    T0.name 
FROM
    people AS T0 
LEFT JOIN
    perpetrator AS T1 
        ON T0.people_id = T1.people_id 
WHERE
    T1.perpetrator_id IS NULL","3"
"CUBES-spider","perpetrator","0019","
SELECT
    max(perpetrator_id) 
FROM
    perpetrator","1"
"CUBES-spider","school_player","0001","
SELECT
    max(school_id) 
FROM
    school","64"
"CUBES-spider","game_injury","0011","
SELECT
    min(game_id) 
FROM
    injury_accident","0"
"CUBES-spider","game_injury","0012","
SELECT
    count(DISTINCT T1.number_of_matches) 
FROM
    game AS T0 
JOIN
    injury_accident AS T1 
        ON T0.stadium_id = T1.game_id","83"
"CUBES-spider","game_injury","0010","
SELECT
    T1.season,
    T0.name 
FROM
    stadium AS T0 
JOIN
    game AS T1 
        ON T0.id = T1.stadium_id 
JOIN
    injury_accident AS T2 
        ON T1.id = T2.game_id 
WHERE
    T2.injury = 'Foot injury' 
    OR T2.injury = 'Knee problem' 
ORDER BY
    T1.season ASC","28"
"CUBES-spider","game_injury","0008","No solution found","TimeOut"
"CUBES-spider","game_injury","0009","
SELECT
    T0.id,
    T0.name 
FROM
    stadium AS T0 
JOIN
    game AS T1 
        ON T0.id = T1.stadium_id 
JOIN
    injury_accident AS T2 
        ON T0.home_games = T2.game_id 
        AND T1.id = T2.id 
WHERE
    T0.id > 1","43"
"CUBES-spider","game_injury","0006","
SELECT
    player,
    number_of_matches,
    source 
FROM
    injury_accident 
WHERE
    injury <> 'Knee problem'","0"
"CUBES-spider","game_injury","0007","
SELECT
    T0.season 
FROM
    game AS T0 
JOIN
    injury_accident AS T1 
        ON T0.stadium_id = T1.game_id 
WHERE
    T1.player = 'Walter Samuel'","7"
"CUBES-spider","game_injury","0004","
SELECT
    max(home_games),
    max(home_games),
    avg(home_games) 
FROM
    stadium","0"
"CUBES-spider","game_injury","0005","No solution found","TimeOut"
"CUBES-spider","game_injury","0002","
SELECT
    date 
FROM
    game","0"
"CUBES-spider","game_injury","0003","
SELECT
    season,
    home_team,
    away_team 
FROM
    game 
ORDER BY
    season ASC","0"
"PATSQL-StackOverflow","recent_posts","010X","No solution found","TimeOut"
"CUBES-spider","perpetrator","0001","
SELECT
    max(perpetrator_id) 
FROM
    perpetrator","0"
"CUBES-spider","perpetrator","0003","
SELECT
    injured 
FROM
    perpetrator 
ORDER BY
    injured ASC","0"
"CUBES-spider","perpetrator","0002","
SELECT
    date 
FROM
    perpetrator","0"
"CUBES-spider","hr_1","0005","
SELECT
    department_id,
    department_name,
    manager_id,
    location_id 
FROM
    departments 
WHERE
    department_name = 'Marketing'","0"
"CUBES-spider","hr_1","0006","No solution found","TimeOut"
"CUBES-spider","hr_1","0007","No solution found","TimeOut"
"CUBES-spider","hr_1","0001","
SELECT
    T1.first_name,
    T0.department_name 
FROM
    departments AS T0 
JOIN
    employees AS T1 
        ON T0.department_id = T1.department_id","29"
"CUBES-spider","hr_1","0002","No solution found","TimeOut"
"CUBES-spider","hr_1","0003","
SELECT
    first_name,
    department_id 
FROM
    employees 
WHERE
    last_name = 'McEwen'","23"
"CUBES-spider","game_injury","0017","No solution found","TimeOut"
"CUBES-spider","game_injury","0018","
SELECT
    T0.date,
    T1.player 
FROM
    game AS T0 
JOIN
    injury_accident AS T1 
        ON T0.id = T1.game_id","4"
"CUBES-spider","game_injury","0015","No solution found","TimeOut"
"CUBES-spider","game_injury","0016","No solution found","TimeOut"
"CUBES-spider","game_injury","0013","No solution found","TimeOut"
"CUBES-spider","game_injury","0014","
SELECT
    T0.name 
FROM
    stadium AS T0 
JOIN
    game AS T1 
        ON T0.id = T1.stadium_id 
JOIN
    injury_accident AS T2 
        ON T0.id = T2.game_id 
WHERE
    T2.player = 'Walter Samuel' 
    AND T2.player <> 'Thiago Motta'","48"
"CUBES-spider","program_share","0008","
SELECT
    sum(share_in_percent) 
FROM
    channel 
WHERE
    owner = 'CCTV'","0"
"CUBES-spider","program_share","0009","
SELECT
    T0.name 
FROM
    channel AS T0 
JOIN
    broadcast AS T1 
        ON T0.channel_id = T1.channel_id 
WHERE
    T1.time_of_day = 'Morning'","0"
"CUBES-spider","program_share","0006","
SELECT
    name,
    origin,
    owner 
FROM
    program","0"
"CUBES-spider","program_share","0007","
SELECT
    max(name) 
FROM
    program 
WHERE
    program_id > 1","1"
"CUBES-spider","program_share","0004","
SELECT
    max(program_id) 
FROM
    program","0"
"CUBES-spider","program_share","0005","
SELECT
    name 
FROM
    program","6"
"CUBES-spider","program_share","0002","
SELECT
    name 
FROM
    channel","0"
"CUBES-spider","program_share","0003","
SELECT
    owner 
FROM
    channel 
WHERE
    channel_id = 1","45"
"CUBES-spider","program_share","0011","
SELECT
    count(channel_id),
    time_of_day 
FROM
    broadcast 
GROUP BY
    time_of_day 
ORDER BY
    time_of_day ASC","7"
"CUBES-spider","program_share","0012","
SELECT
    count(DISTINCT program_id) 
FROM
    broadcast 
WHERE
    time_of_day = 'Night'","0"
"CUBES-spider","program_share","0010","No solution found","TimeOut"
"CUBES-spider","local_govt_mdm","0010","
SELECT
    council_tax_id,
    cmi_cross_ref_id 
FROM
    parking_fines 
ORDER BY
    council_tax_id ASC","0"
"CUBES-spider","local_govt_mdm","0011","
SELECT
    count(council_tax_id) 
FROM
    rent_arrears","0"
"CUBES-spider","local_govt_mdm","0013","
SELECT
    T0.cmi_cross_ref_id 
FROM
    cmi_cross_references AS T0 
LEFT JOIN
    parking_fines AS T1 
        ON T0.cmi_cross_ref_id = T1.cmi_cross_ref_id 
WHERE
    T1.council_tax_id IS NULL 
ORDER BY
    T0.cmi_cross_ref_id ASC","3"
"CUBES-spider","local_govt_mdm","0014","No solution found","TimeOut"
"CUBES-spider","program_share","0019","
SELECT
    sum(rating_in_percent),
    owner 
FROM
    channel 
GROUP BY
    owner 
ORDER BY
    owner ASC","0"
"CUBES-spider","program_share","0017","
SELECT
    name 
FROM
    program 
WHERE
    origin <> 'Beijing'","0"
"CUBES-spider","program_share","0018","
SELECT
    name 
FROM
    channel 
WHERE
    owner = 'CCTV' 
    OR owner = 'HBS'","0"
"CUBES-spider","program_share","0015","
SELECT
    origin 
FROM
    program 
ORDER BY
    origin ASC","14"
"CUBES-spider","program_share","0016","
SELECT
    count(DISTINCT owner) 
FROM
    channel","0"
"CUBES-spider","program_share","0013","
SELECT
    T0.name 
FROM
    program AS T0 
LEFT JOIN
    broadcast AS T1 
        ON T0.program_id = T1.program_id 
WHERE
    (
        T1.time_of_day = 'Morning' 
        OR T1.channel_id IS NULL
    ) 
    AND T1.channel_id IS NULL","1"
"CUBES-spider","program_share","0014","
SELECT
    T0.owner 
FROM
    program AS T0 
JOIN
    broadcast AS T1 
        ON T0.program_id = T1.channel_id 
WHERE
    T1.time_of_day <> 'Morning' 
    AND T1.time_of_day = 'Night' 
ORDER BY
    T0.owner ASC","2"
"CUBES-spider","program_share","0020","
SELECT
    min(T0.name) 
FROM
    program AS T0 
JOIN
    broadcast AS T1 
        ON T0.program_id = T1.channel_id 
WHERE
    T0.program_id > 1 
    AND T1.program_id > 1","71"
"CUBES-spider","insurance_fnol","0015","
SELECT
    T0.customer_name 
FROM
    customers AS T0 
LEFT JOIN
    first_notification_of_loss AS T1 
        ON T0.customer_id = T1.customer_id 
WHERE
    T1.fnol_id IS NULL 
ORDER BY
    T0.customer_name ASC","4"
"CUBES-spider","company_1","0003","
SELECT
    count(essn) 
FROM
    dependent 
WHERE
    sex = 'F'","1"
"CUBES-spider","insurance_fnol","0016","
SELECT
    T0.customer_name 
FROM
    customers AS T0 
JOIN
    first_notification_of_loss AS T1 
        ON T0.customer_id = T1.customer_id 
JOIN
    services AS T2 
        ON T1.service_id = T2.service_id 
WHERE
    T2.service_name = 'Close a policy' 
    OR T2.service_name = 'Upgrade a policy' 
ORDER BY
    T0.customer_name ASC","6"
"CUBES-spider","company_1","0004","
SELECT
    T0.dname 
FROM
    department AS T0 
JOIN
    dept_locations AS T1 
        ON T0.dnumber = T1.dnumber 
WHERE
    T1.dlocation = 'Houston' 
ORDER BY
    T0.dname ASC","0"
"CUBES-spider","insurance_fnol","0013","
SELECT
    service_name 
FROM
    services 
ORDER BY
    service_name ASC","0"
"CUBES-spider","company_1","0001","
SELECT
    dname 
FROM
    department","0"
"CUBES-spider","insurance_fnol","0014","
SELECT
    count(service_id) 
FROM
    services","0"
"CUBES-spider","company_1","0002","
SELECT
    dependent_name 
FROM
    dependent 
WHERE
    relationship = 'Spouse'","0"
"CUBES-spider","insurance_fnol","0011","No solution found","TimeOut"
"CUBES-spider","local_govt_mdm","0001","
SELECT
    T0.cmi_details 
FROM
    customer_master_index AS T0 
JOIN
    cmi_cross_references AS T1 
        ON T0.master_customer_id = T1.master_customer_id 
WHERE
    T1.source_system_code = 'Tax'","1"
"CUBES-spider","insurance_fnol","0012","No solution found","TimeOut"
"CUBES-spider","local_govt_mdm","0002","
SELECT
    T0.cmi_cross_ref_id,
    T0.source_system_code 
FROM
    cmi_cross_references AS T0 
JOIN
    council_tax AS T1 
        ON T0.cmi_cross_ref_id = T1.cmi_cross_ref_id 
WHERE
    T0.cmi_cross_ref_id > 1 
ORDER BY
    T0.cmi_cross_ref_id ASC","1"
"CUBES-spider","local_govt_mdm","0003","
SELECT
    T0.cmi_cross_ref_id,
    T1.master_customer_id,
    T1.count_cmi_cross_ref_id 
FROM
    business_rates AS T0 
LEFT JOIN
    (
        SELECT
            master_customer_id,
            max(cmi_cross_ref_id) AS max_cmi_cross_ref_id,
            count(cmi_cross_ref_id) AS count_cmi_cross_ref_id 
        FROM
            cmi_cross_references 
        GROUP BY
            master_customer_id,
            source_system_code
    ) AS T1 
        ON T0.cmi_cross_ref_id = T1.max_cmi_cross_ref_id 
ORDER BY
    T0.cmi_cross_ref_id ASC","13"
"CUBES-spider","insurance_fnol","0010","No solution found","TimeOut"
"CUBES-spider","local_govt_mdm","0005","
SELECT
    T0.source_system_code,
    T0.master_customer_id,
    T1.council_tax_id 
FROM
    cmi_cross_references AS T0 
JOIN
    parking_fines AS T1 
        ON T0.cmi_cross_ref_id = T1.cmi_cross_ref_id 
ORDER BY
    T0.master_customer_id ASC","23"
"CUBES-spider","local_govt_mdm","0006","
SELECT
    T2.council_tax_id 
FROM
    customer_master_index AS T0 
LEFT JOIN
    cmi_cross_references AS T1 
        ON T0.master_customer_id = T1.cmi_cross_ref_id 
JOIN
    rent_arrears AS T2 
        ON T0.master_customer_id = T2.council_tax_id 
WHERE
    T1.source_system_code <> 'Schmidt , Kertzmann and Lubowitz' 
    OR T1.cmi_cross_ref_id IS NULL 
ORDER BY
    T2.council_tax_id ASC","12"
"CUBES-spider","local_govt_mdm","0007","
SELECT
    T1.electoral_register_id 
FROM
    cmi_cross_references AS T0 
LEFT JOIN
    electoral_register AS T1 
        ON T0.cmi_cross_ref_id = T1.cmi_cross_ref_id 
WHERE
    T0.source_system_code = 'Electoral' 
    AND T0.source_system_code <> 'Tax' 
    AND T1.electoral_register_id IS NOT NULL","5"
"CUBES-spider","local_govt_mdm","0008","
SELECT
    count(DISTINCT master_customer_id) 
FROM
    cmi_cross_references","0"
"CUBES-spider","local_govt_mdm","0009","
SELECT
    master_customer_id,
    cmi_details 
FROM
    customer_master_index 
ORDER BY
    cmi_details DESC","0"
"CUBES-spider","company_1","0007","
SELECT
    fname,
    lname,
    address 
FROM
    employee","0"
"CUBES-spider","company_1","0005","
SELECT
    fname,
    lname 
FROM
    employee 
WHERE
    salary > 30000","0"
"CUBES-spider","company_1","0006","
SELECT
    count(DISTINCT super_ssn),
    sex 
FROM
    employee 
WHERE
    ssn > 50000 
GROUP BY
    sex 
ORDER BY
    sex ASC","7"
"CUBES-spider","insurance_fnol","0019","
SELECT
    max(settlement_amount),
    min(settlement_amount) 
FROM
    settlements","1"
"CUBES-spider","insurance_fnol","0018","No solution found","TimeOut"
"CUBES-spider","insurance_fnol","0004","No solution found","TimeOut"
"CUBES-spider","insurance_fnol","0005","
SELECT
    policy_type_code 
FROM
    available_policies 
GROUP BY
    policy_type_code 
HAVING
    count(policy_id) > 4 
ORDER BY
    policy_type_code ASC","2"
"CUBES-spider","insurance_fnol","0002","
SELECT
    customer_phone 
FROM
    available_policies 
WHERE
    policy_type_code = 'Life Insurance'","0"
"CUBES-spider","insurance_fnol","0003","
SELECT
    max(T0.policy_type_code) 
FROM
    (SELECT
        policy_type_code 
    FROM
        available_policies 
    GROUP BY
        policy_type_code 
    HAVING
        count(policy_id) > 1) AS T0","40"
"CUBES-spider","insurance_fnol","0001","
SELECT
    customer_phone 
FROM
    available_policies","0"
"CUBES-spider","school_player","0020","
SELECT
    min(denomination) 
FROM
    school 
WHERE
    school_id > 1 
GROUP BY
    day_or_boarding 
ORDER BY
    min(denomination) ASC","5"
"CUBES-spider","insurance_fnol","0008","
SELECT
    T0.effective_date 
FROM
    claims AS T0 
JOIN
    settlements AS T1 
        ON T0.claim_id = T1.settlement_id 
WHERE
    T0.claim_id > 1","5"
"CUBES-spider","insurance_fnol","0009","
SELECT
    min(EXTRACT(month FROM T1.date_closed)) 
FROM
    customers AS T0 
JOIN
    customers_policies AS T1 
        ON T0.customer_id = T1.customer_id 
WHERE
    T0.customer_name = 'Dayana Robel'","91"
"CUBES-spider","insurance_fnol","0006","
SELECT
    sum(settlement_amount),
    avg(settlement_amount) 
FROM
    settlements","1"
"CUBES-spider","insurance_fnol","0007","
SELECT
    T0.service_name 
FROM
    services AS T0 
LEFT JOIN
    first_notification_of_loss AS T1 
        ON T0.service_id = T1.fnol_id 
WHERE
    T0.service_id < 2","2"
"CUBES-spider","tracking_software_problems","0024","No solution found","TimeOut"
"CUBES-spider","tracking_software_problems","0020","No solution found","TimeOut"
"CUBES-spider","tracking_software_problems","0021","No solution found","TimeOut"
"PATSQL-StackOverflow","recent_posts","018X","No solution found","TimeOut"
"CUBES-spider","tracking_software_problems","0019","No solution found","TimeOut"
"PATSQL-StackOverflow","recent_posts","017A","
SELECT
    T1.emp_id,
    T0.emp_sal,
    T0.emp_grp 
FROM
    input0 AS T0 
JOIN
    (
        SELECT
            emp_id,
            min(emp_sal) AS min_emp_sal 
        FROM
            input0 
        WHERE
            emp_grp = 'HMCPR' 
            OR emp_grp <> 'HMCPR' 
        GROUP BY
            emp_id
    ) AS T1 
        ON T1.emp_id = T0.emp_id 
        AND T1.min_emp_sal = T0.emp_sal 
ORDER BY
    T1.emp_id ASC","30"
"CUBES-spider","insurance_fnol","0020","
SELECT
    customer_id,
    customer_name 
FROM
    customers 
ORDER BY
    customer_id ASC","0"
"CUBES-spider","insurance_fnol","0021","No solution found","TimeOut"
"CUBES-spider","tracking_software_problems","0015","
SELECT
    product_name 
FROM
    product 
ORDER BY
    product_name ASC","0"
"CUBES-spider","tracking_software_problems","0016","
SELECT
    product_name 
FROM
    product","6"
"CUBES-spider","tracking_software_problems","0017","
SELECT
    T1.product_id 
FROM
    staff AS T0 
JOIN
    problems AS T1 
        ON T0.staff_id = T1.reported_by_staff_id 
WHERE
    (
        T0.staff_first_name = 'Dameon' 
        OR T0.staff_first_name = 'Jolie'
    ) 
    AND (
        T0.staff_last_name = 'Frami' 
        OR T0.staff_last_name = 'Weber'
    ) 
ORDER BY
    T1.product_id ASC","TimeOut"
"CUBES-spider","tracking_software_problems","0018","No solution found","TimeOut"
"CUBES-spider","tracking_software_problems","0011","No solution found","TimeOut"
"CUBES-spider","tracking_software_problems","0012","No solution found","TimeOut"
"CUBES-spider","tracking_software_problems","0013","No solution found","TimeOut"
"CUBES-spider","tracking_software_problems","0014","No solution found","TimeOut"
